loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12,genre_encoded
0.9126659439556315,0.10317487952497058,0.33214388702819797,0.48817540458436687,0.7368466550594936,-0.3357349203447864,0.7811399970658175,-0.012858947576845404,-0.01161396748986715,1.0006241620533505,1.2258887376280851,0.387877302337846,0.8641195486206384,-1.4867710863500025,1.0498656349423152,-1.3867369672320196,1.4219585047922831,0.254340065197412,-0.8807427649968715,-0.48161271919777504,-0.8587325726853847,-0.5422985609565726,-0.6612290894136084,-0.3083764524066453,-0.40422776971013225,-0.7676157187047542,-0.5692995299863047,0.45573378797116354,-0.44619515836900137,-0.0733153043654353,0
0.30575611696915284,-0.37747916756004557,0.33214388702819797,-1.4632896012550025,0.7368466550594936,-0.0029259942387495357,0.10974096379612626,-1.2342223834761241,-0.1686367488017433,1.0569719609376007,-0.7836214035755734,0.6948410714914264,2.0567167587875317,-1.6545338583852383,0.4410569131903038,-1.4549535503169717,0.23406508940942805,0.46104452485072134,-0.39475900019868726,2.9238654603021113,0.3574204960347053,-0.2036492540930867,0.7315955688750548,0.558337041552936,0.49010864955629246,1.6665134363608807,3.070933884312153,1.7202019862880986,0.05460148628706552,0.8940825305330844,0
0.49674768938411656,-0.22627770940694347,0.33214388702819797,1.6032982650640064,-1.3571344772125742,-0.5727679903638507,0.5238723150747712,-0.7311903502212741,0.9446827844231135,1.5776201892199906,0.34571957336626136,0.2494391363136304,-0.3649464740053117,-0.9288955953074466,-0.8459044216665058,-0.9382685821659443,2.04327734266339,1.5406621438773576,-0.05899803325435777,0.7181157576118785,0.04746543313963035,-0.318206310508087,0.2811581624585698,0.08859232713581784,2.7777157190521837,1.0042819486724537,1.2409921836632976,0.10357607711088371,-0.18180969020294474,1.91368382146709,0
-0.20719267751675016,-0.23613192208582887,0.33214388702819797,-0.06938602565545296,0.7368466550594936,-0.7041589481783804,-0.0766452791920366,-2.635850468682747,0.8646504088729018,1.2346936742561663,0.3908920720267734,-0.597519131058497,0.2733433084541252,-2.9143960017087203,1.0280778814086562,-1.2984067827182522,2.4202272520975714,-0.0976779180065937,-0.03837728190537609,0.20218416580816811,-0.6934283757112281,-0.9239875202448697,-0.7688512135982586,-0.7330804319191385,-0.7209540747199695,0.07057375668496074,-0.03860647821565017,-0.46825880217183186,-0.9221857254964406,-0.6015216553209835,0
-0.1296023512231711,-0.9853626769117063,-0.44389401686503643,-0.34816674077536286,0.7368466550594936,-0.3985426808318942,-0.0006343419421292396,-1.1246520822271868,0.3085321905615144,0.06747944720284726,1.439456272740985,-0.40739562813796065,1.618172130892631,-0.4779622496868709,-0.26744327701691045,-1.1440718393955747,-0.28370222716575894,-1.1592402983754386,0.8311532029631381,0.8469041818662569,0.22313360192334877,-0.5649392853088571,1.3156068673960737,-0.2580322067488466,4.707830562796127,0.14665661151586945,1.6828666110415216,0.08488590704981387,-0.6545645086890901,0.9671895375624482,0
0.2297005443824795,-0.09537762350633018,-0.44389401686503643,0.48817540458436687,0.7368466550594936,-0.4305482036250396,0.4261580548865917,-0.5616989644442582,0.3685750105168136,0.022068713568161466,-0.32028414690970397,-0.768186478155066,1.1246219391083292,-1.265208613224051,0.4936674974345312,-1.1708058479837962,0.4011387865712509,-0.424805868169854,-0.4377552433492441,-0.16700364312559443,-0.45336443225543466,-0.8412779766102471,-0.18321375107818805,-0.8638671356307887,0.9696187632039639,-0.0877409250099539,0.46443780486817454,0.31364834086317356,-0.8103163607876698,0.23921796226213418,0
-0.8545176854517524,-2.6849778911507554,-2.7720077285447395,-0.06938602565545296,0.7368466550594936,-2.315502694510436,-1.4577455557537489,-0.2895589628216057,2.6362530876846315,1.6346234929285575,0.25285470923726144,-0.798291790976207,2.0606101665612586,0.34390647149001125,-3.5803774142585185,-2.295227303182834,0.9682814836823067,4.020730754703159,5.018613633086493,0.7698448081096056,1.3052583979645682,1.3134013743362971,0.5986907577217178,-1.1717186583676362,-0.25652214991749833,2.4078890386518297,5.367884381492012,-0.48637954170461095,3.5836127854582838,0.27747045514021534,0
0.5717800928328522,-0.6034201700140376,0.33214388702819797,1.3245175499440967,-1.3571344772125742,0.3214603967782342,0.7376261467146875,0.45972327483394954,-0.045599121651800016,-0.048417247838704124,1.0155620805332382,-1.2015289399863642,0.625349767458591,0.000422945163160374,-1.7759715244705376,-0.04595416023159291,0.8357638536826757,-0.2734456263421751,-0.8336257899835224,-0.2650181488436747,-0.6789585231076734,-0.9782652901277621,-0.19924499739899654,-0.7094274163176095,-1.062406837132582,-0.39732487907963093,0.02748507596503523,-0.9481411768306984,-1.1253613325624041,0.43374640004604753,0
-1.1068994061429547,2.549303175322439,0.33214388702819797,-0.34816674077536286,-1.3571344772125742,-0.05009196964693499,-0.8426505459247452,-3.4031456158393505,-1.1313511409498862,-0.26003637828244625,0.9467338121357834,-0.287801919531219,0.11041656275173589,-0.6337316893034536,-0.5982333370218733,-2.561536903732627,1.888872771430773,1.2632717783058574,-0.739297780769604,0.2987997261793943,0.028244690381070917,-0.9121666371242432,0.18072341157543387,-0.24310014400951946,-0.38739197535942965,-0.3245970792029722,0.17307373899157882,-0.5256465400152329,-0.7833664439933319,0.9183844399595121,0
-1.1060467651946737,-0.5603044600981109,0.33214388702819797,-1.1845088861350925,0.7368466550594936,0.12293014690688425,-0.7659944712906278,-1.7350502353499526,1.9824700477795894,0.9239916684161023,0.9197346103149084,-0.38970620649950055,-0.6923540096879715,-0.03501208754671163,-0.4544698233938937,-1.5340614649508693,1.4286592960050548,0.3624408514599821,-0.048350978415786554,1.1433248775020508,1.1150977328965281,0.3440124943631412,1.50677391781871,-0.6441579644274474,2.762067995969893,0.12187024038523758,2.319693970008828,-0.19152336239773365,-0.47411143608965817,2.7428341646991083,0
